2020-10-18 03:11:46,364 INFO    MainThread:5742 [wandb_init.py:_log_setup():292] Logging user logs to wandb/run-20201018_031146-2pqgmsi1/logs/debug.log
2020-10-18 03:11:46,365 INFO    MainThread:5742 [wandb_init.py:_log_setup():293] Logging internal logs to wandb/run-20201018_031146-2pqgmsi1/logs/debug-internal.log
2020-10-18 03:11:46,365 INFO    MainThread:5742 [wandb_setup.py:_flush():69] setting env: {}
2020-10-18 03:11:46,365 INFO    MainThread:5742 [wandb_setup.py:_flush():69] setting user settings: {'email': 'shaban.mahmud@yandex.ru'}
2020-10-18 03:11:46,365 INFO    MainThread:5742 [wandb_setup.py:_flush():69] multiprocessing start_methods=fork,spawn,forkserver
2020-10-18 03:11:46,365 INFO    MainThread:5742 [wandb_setup.py:_flush():69] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f319c05a950>
2020-10-18 03:11:47,489 INFO    MainThread:5742 [wandb_run.py:_console_start():1276] atexit reg
2020-10-18 03:11:47,489 INFO    MainThread:5742 [wandb_run.py:_redirect():1146] redirect: SettingsConsole.WRAP
2020-10-18 03:11:47,490 INFO    MainThread:5742 [wandb_run.py:_redirect():1177] Wrapping output streams.
2020-10-18 03:11:47,490 INFO    MainThread:5742 [wandb_run.py:_redirect():1193] Redirects installed.
2020-10-18 03:11:47,524 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:47,529 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:47,614 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:47,622 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:47,917 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:47,924 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:47,925 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:47,930 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:47,946 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:47,951 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:48,353 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:48,361 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:50,178 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:50,182 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:50,184 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:50,192 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:50,195 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:50,203 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:50,208 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:50,216 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 03:11:50,220 INFO    MainThread:5742 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 03:11:50,223 INFO    MainThread:5742 [wandb_init.py:_resume_backend():219] resuming backend
