2020-10-18 00:17:38,699 INFO    MainThread:23080 [wandb_init.py:_log_setup():292] Logging user logs to wandb/run-20201018_001738-sreeasuq/logs/debug.log
2020-10-18 00:17:38,700 INFO    MainThread:23080 [wandb_init.py:_log_setup():293] Logging internal logs to wandb/run-20201018_001738-sreeasuq/logs/debug-internal.log
2020-10-18 00:17:38,700 INFO    MainThread:23080 [wandb_setup.py:_flush():69] setting env: {}
2020-10-18 00:17:38,700 INFO    MainThread:23080 [wandb_setup.py:_flush():69] setting user settings: {'email': 'shaban.mahmud@yandex.ru'}
2020-10-18 00:17:38,700 INFO    MainThread:23080 [wandb_setup.py:_flush():69] multiprocessing start_methods=fork,spawn,forkserver
2020-10-18 00:17:38,700 INFO    MainThread:23080 [wandb_setup.py:_flush():69] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f3a2d939a10>
2020-10-18 00:17:39,787 INFO    MainThread:23080 [wandb_run.py:_console_start():1276] atexit reg
2020-10-18 00:17:39,788 INFO    MainThread:23080 [wandb_run.py:_redirect():1146] redirect: SettingsConsole.WRAP
2020-10-18 00:17:39,789 INFO    MainThread:23080 [wandb_run.py:_redirect():1177] Wrapping output streams.
2020-10-18 00:17:39,789 INFO    MainThread:23080 [wandb_run.py:_redirect():1193] Redirects installed.
2020-10-18 00:17:39,816 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:39,820 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:39,885 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:39,895 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:40,160 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:40,167 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:40,168 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:40,173 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:40,189 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:40,194 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:40,601 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:40,607 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:42,508 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:42,514 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:42,515 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:42,522 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:42,528 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:42,553 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:42,557 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:42,571 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
2020-10-18 00:17:42,573 INFO    MainThread:23080 [wandb_init.py:_pause_backend():214] pausing backend
2020-10-18 00:17:42,577 INFO    MainThread:23080 [wandb_init.py:_resume_backend():219] resuming backend
